11, 1, 8.080587201046152, 0, 0, 0, 0
4, 1, 8.104445928165678, 0, 0, 0, 0
5, 1, 8.191200869817385, 0, 0, 0, 0
10, 1, 7.900784227099828, 0, 0, 0, 0
13, 1, 8.001842088049957, 0, 0, 0, 0
2, 1, 8.141274765353428, 0, 0, 0, 0
1, 1, 8.13659890259071, 0, 0, 0, 0
0, 1, 7.899071328356641, 0, 0, 0, 0
12, 1, 8.13594863335134, 0, 0, 0, 0
3, 1, 8.128342731740496, 0, 0, 0, 0
9, 1, 8.080121775542036, 0, 0, 0, 0
14, 1, 7.865744489126278, 0, 0, 0, 0
7, 1, 8.110621260273678, 0, 0, 0, 0
6, 1, 8.117649662034678, 0, 0, 0, 0
8, 1, 7.933596133856606, 0, 0, 0, 0
11, 2, 8.037982255508007, 0, 0, 0, 0
5, 2, 8.126934546265444, 0, 0, 0, 0
4, 2, 8.070320026231792, 0, 0, 0, 0
12, 2, 8.045195628465548, 0, 0, 0, 0
8, 2, 7.848985748487241, 0, 0, 0, 0
6, 2, 8.056441386355491, 0, 0, 0, 0
7, 2, 8.080261842117439, 0, 0, 0, 0
9, 2, 8.000465001678254, 0, 0, 0, 0
3, 2, 8.073615417402728, 0, 0, 0, 0
1, 2, 8.0841232045788, 0, 0, 0, 0
10, 2, 7.854571292795056, 0, 0, 0, 0
0, 2, 7.848754116632133, 0, 0, 0, 0
13, 2, 7.958794835519357, 0, 0, 0, 0
14, 2, 7.7881663994980395, 0, 0, 0, 0
2, 2, 8.08959959478118, 0, 0, 0, 0
13, 3, 7.902414801324524, 0, 0, 0, 0
6, 3, 8.0019522763496, 0, 0, 0, 0
9, 3, 7.8976115600597, 0, 0, 0, 0
7, 3, 8.042566167271998, 0, 0, 0, 0
5, 3, 8.039073526940054, 0, 0, 0, 0
1, 3, 8.008326898630944, 0, 0, 0, 0
8, 3, 7.748434984643709, 0, 0, 0, 0
12, 3, 7.956513278522836, 0, 0, 0, 0
14, 3, 7.70557185629969, 0, 0, 0, 0
3, 3, 8.010625842685005, 0, 0, 0, 0
2, 3, 7.9912261005427, 0, 0, 0, 0
4, 3, 8.040202680636499, 0, 0, 0, 0
11, 3, 7.988597447265, 0, 0, 0, 0
0, 3, 7.788146921304125, 0, 0, 0, 0
10, 3, 7.794759113024402, 0, 0, 0, 0
4, 4, 8.022894920746545, 0.2281358077221416, 1, 0, 0
13, 4, 7.864658130803826, 0.06989901777942276, 1, 0, 0
2, 4, 7.939900228765315, 0.1451411157409117, 1, 0, 0
3, 4, 7.949342623388405, 0.08468449258457866, 1, 0, 0
8, 4, 7.680921735929097, 0.2589784928362189, 0, 0, 0
11, 4, 7.950101688559446, 0.0007590651710414065, 1, 0, 0
10, 4, 7.763280504467428, 0.08235876853833002, 1, 0, 0
6, 4, 7.923704584824183, 0.16042408035675493, 1, 0, 0
9, 4, 7.822803750510703, 0.05952324604327508, 1, 0, 0
12, 4, 7.915392002008354, 0.09258825149765215, 1, 0, 0
14, 4, 7.664883622085209, 0.25050837992314445, 0, 0, 0
7, 4, 8.002656434230275, 0.33777281214506605, 1, 0, 0
0, 4, 7.7340970073699005, 0.2685594268603744, 0, 0, 0
1, 4, 7.943005660702787, 0.20890865333288655, 1, 0, 0
5, 4, 7.945356210869472, 0.0023505501666845063, 1, 0, 0
9, 5, 7.79722406059146, 0.14813215027801352, 0, 0, 0
12, 5, 7.89084140360746, 0.09361734301599967, 1, 0, 0
0, 5, 7.708883409168554, 0.08834065142290637, 0, 0, 1
7, 5, 7.981214052325542, 0.2723306431569883, 1, 0, 0
4, 5, 8.006798623128747, 0.29791521396019327, 1, 0, 0
11, 5, 7.927833904614529, 0.21895049544597533, 1, 0, 0
13, 5, 7.845989133783204, 0.1352249185423391, 0, 0, 0
1, 5, 7.898181681097471, 0.1086169420312757, 0, 0, 1
3, 5, 7.909568977170802, 0.011387296073330333, 0, 0, 1
2, 5, 7.9186073265151276, 0.02042564541765568, 0, 0, 1
5, 5, 7.889286081556899, 0.02932124495822741, 0, 0, 0
14, 5, 7.63756621634561, 0.251719865211288, 0, 0, 0
8, 5, 7.646547767762957, 0.0089815514173468, 0, 0, 1
10, 5, 7.738256214155303, 0.10068999780969268, 1, 0, 0
6, 5, 7.887766434737249, 0.14951022058194585, 1, 0, 0
9, 6, 7.776604902641404, 0.11116153209584567, 0, 0, 1
1, 6, 7.8766789539457545, 0.011087480791495352, 0, 0, 1
5, 6, 7.869418191089986, 0.01834824364726373, 0, 0, 1
8, 6, 7.627944487670274, 0.24873446627547935, 0, 0, 0
6, 6, 7.876712642816891, 0.24876815514661654, 1, 0, 0
14, 6, 7.630282777567238, 0.24642986524965327, 0, 0, 1
12, 6, 7.880494747688886, 0.2502119701216481, 1, 0, 0
2, 6, 7.914661420523431, 0.2843786429561934, 1, 0, 0
4, 6, 8.003818460479923, 0.12332371279103604, 0, 0, 1
10, 6, 7.736398567388853, 0.26741989309106895, 0, 0, 0
7, 6, 7.9704019369366925, 0.23400336954783985, 0, 0, 1
11, 6, 7.918528754136968, 0.051873182799723416, 0, 0, 1
13, 6, 7.8389918005007715, 0.07953695363619584, 0, 0, 1
3, 6, 7.893430009558776, 0.025098744578190946, 0, 0, 1
0, 6, 7.682885041981904, 0.21054496757687247, 0, 0, 1
8, 7, 7.627808776010136, 0.05507626597176696, 0, 0, 1
5, 7, 7.865055362719325, 0.23724658670918775, 1, 0, 0
4, 7, 8.004058615318137, 0.3762498393079996, 0, 0, 1
11, 7, 7.91654608980615, 0.08751252551198618, 0, 0, 1
13, 7, 7.836809781226759, 0.16724883409137714, 0, 0, 1
10, 7, 7.73646970598913, 0.2675889093290067, 0, 0, 1
