,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,anomaly
0,-0.005738845781647315,0.41423274139173694,10.230878434784554,13.628186798567533,23.398759530527528,26.43622488153125,71.95723096800526,89.52466802820184,1016.6180053108203,1014.9473628541658,0
1,0.0166425011939793,0.3880704808861676,10.592108857334916,8.028727438874835,18.759773550810795,31.99595532669032,104.83582049287666,92.08516440883993,999.4351259847605,1008.1360526308205,0
2,-0.07744999364201466,1.090075309150013,9.29349891925835,11.590688835275918,21.93544677552479,27.376003986248882,121.51471601029586,143.54057985381328,1000.4659159553378,990.6363495325728,0
3,0.05097187513382892,-0.6591020996018988,10.123580050451022,12.081254492435933,18.95702459188795,32.11815560474149,119.77831100564404,108.664125181848,1004.4842942507166,986.7891241098284,0
4,-0.09136445934727011,-1.024265690213088,9.722904284785136,13.197173765487788,19.403884961420708,21.560118276747822,105.23123780438942,100.84032634482168,1001.925528730202,975.4990836008973,0
5,-0.02201840148682687,0.5526946092826533,10.993383352115917,12.766556240078994,20.715330126605387,27.129679831258475,119.43372983551986,110.02628188619836,1002.4826006449862,995.0486229097905,0
6,0.004642454598729431,-0.6214991651204083,10.421584039291462,11.6111540720366,24.537073380198546,26.143899600892542,107.73594173091207,88.1860695631086,1029.0739420604434,1005.8850288275763,0
7,0.10670735077324688,-0.3664985107423836,10.986536241315491,9.70183975436058,18.483022321252875,28.1274599937282,107.50095989831219,114.32707912550678,1024.433068666833,1000.8215761620764,0
8,0.1497679346631939,0.7238604367458867,9.658624027334405,12.172870350395861,20.902722805752997,20.373880279514722,106.47329644700254,84.34831925626789,998.7337256545546,1012.3734307506858,0
9,-0.1004076233462906,0.5099574021644848,10.042128457311016,9.063798206769954,17.223670584509577,28.241438303305035,122.17278837771134,97.09549266068339,1018.4520549940506,1009.9401447058539,0
10,0.07699161443545238,0.2422585131283637,9.441803319821677,10.90727326612145,19.384821542018585,28.677630868773846,108.4522224995125,103.09467069500813,1006.8608762502066,1015.1371700489417,0
11,-0.08950681085535361,0.32305224592042636,10.348895160485798,14.850697794419302,18.902490984363723,21.105524974613466,109.52108591955526,88.57157446428384,1019.6113737704908,988.6915478453492,0
12,0.07777939915923401,1.328262027865799,9.719628361356841,11.353801014486441,18.787295573845636,21.408171832720942,107.3771448047576,95.14345094866049,982.3514602886286,1017.9895460995206,0
13,0.08921856295736186,-0.08145452210291021,10.002139461848909,7.676283404210872,19.559627694422893,32.63750181338475,114.70453300592987,129.78919409796006,989.8987363453788,1011.4375764773717,0
14,0.16694511153733338,0.28480853097523806,10.441266087328597,12.117558997906844,17.62494259107695,22.53961180105877,129.61526124306823,91.42434876349064,1008.7808153871619,988.67382754113,0
15,0.10028802861244834,0.20972169387992412,10.58739872637372,10.979761129771289,17.538764956650205,28.027658735647023,128.63857353153955,134.0432835537503,1003.8675723184143,999.9706716524839,0
16,0.13648225515286774,-0.9454067339071444,10.056243800467698,11.245428595809834,21.589300600299165,28.041314440657754,147.0634959551518,102.60611128598987,1048.5824084096575,1007.9019261093034,0
17,-0.0460553624140739,-0.17594248528028814,11.024746680366146,10.042782436061806,17.722210395214457,23.739216582710526,139.9156279501098,84.41433204966054,1008.3910988580425,1013.4394068375511,0
18,-0.11333710975071017,0.1854803250226122,9.042484392051211,12.703311568424635,22.880022714271213,19.865124116874888,136.5843647995129,85.7150839659505,1012.7460806383305,1004.5804894071762,0
19,0.14010066867599544,0.260434731429829,10.218095903097309,11.392863469621531,20.22083225849264,26.600737233751172,132.29681972796558,93.11334907774295,1007.1266128633029,999.8289123314023,0
20,0.048582645675475926,0.591349493459128,9.297854124251407,8.963959996450487,18.154509577617368,28.674092327836195,133.9992682520617,115.09057704119977,1001.4049777410748,1000.300703355818,0
21,0.033171001340316246,-0.06024353077733334,10.735765422244103,8.424640670688655,18.398057901557678,20.64609864369212,179.43455598963695,121.35839192830943,1014.1356890080395,1003.279209169239,0
22,-0.07332703246137127,0.025943633278542672,9.688538658337851,10.173003129918936,19.73031111441115,33.94456491813461,146.17621293381907,141.64682717539083,1033.5985071399327,1003.0170226442149,0
23,-0.1513914679084688,0.38760086380674874,11.30629434153488,10.200848718281717,17.310661501974923,35.01662473557764,142.36946898785635,96.76564400977868,1002.2567943533528,1008.0049014217649,0
24,-0.054291493973607455,1.2445272678776118,10.468892911810237,9.91582791297017,17.778089196569947,24.039381122912406,146.9652985103355,101.99817507895695,989.1563721621608,996.7721465189003,0
25,-0.143671261222566,-1.0361087854750832,9.735727335064496,11.351866105154027,19.928720094859493,19.0796245255376,158.22379163090224,77.39592978752748,1009.9311423068007,998.2793627166225,0
26,-0.028807932683050538,0.9554034982142894,10.410754551814371,12.41059599923682,21.109145578975976,22.784581686735407,186.97761030157903,102.2382382952659,986.6797479887343,993.5526048625468,0
27,-0.1006671193245148,1.1683949006056273,9.615852502201081,8.434394983420672,21.30803488878528,20.643070818862405,194.8276119570981,104.48836670334562,1034.9452181280976,995.5498400844533,0
28,-0.017416754516723424,0.8586868368507425,9.957288684277033,9.038338054061574,20.096705418758766,22.156206127309336,205.75214354649955,117.25558970129737,1024.2025369518858,998.7299417781358,0
29,-0.053998101528364234,-0.2470848382181033,9.997970986113389,10.970842695735262,21.975452442208418,25.17669094994837,198.45564162999858,84.9232202105059,1024.865886561603,997.321481695493,0
30,0.08880309733308489,-0.15407287346199836,10.494735368497127,13.020705038877779,20.77029765797693,29.940247084155338,201.0073137078126,96.68347534226383,1017.4140374027252,982.2466068431044,0
31,0.0192763581119064,0.9744586887306371,10.739850175080505,10.721072013512316,17.22782185960032,21.453493675089085,189.3137019116161,75.93678051973886,1012.8247046201179,980.4323871699419,0
32,-0.12471034260776104,0.5543246393218118,10.289652861819974,11.312174246312306,20.6751141904624,29.9707925596591,203.80083705484964,115.3498808321857,1006.8758708785226,979.4295737956095,0
33,-0.10976152507033166,0.4092256890581784,11.363048606546117,8.322261496685153,19.04186638770388,22.718017430282764,212.641501942581,107.60011974447278,998.047824958788,988.9478227767578,0
34,-0.08407612521703942,2.153728980058957,10.426068480463282,11.45976111887803,19.00409195265457,19.16444245985185,182.42393480773455,83.80540549024829,996.3763681941892,990.1079080062169,0
35,0.0035670245717457265,0.1174131575266549,10.132303483609963,12.078704896485739,17.605116561208252,25.26026867334822,199.7270773326082,99.85710303258331,994.1987394380966,985.4110936064304,0
36,0.022305259549255003,-0.8828545599832419,11.091044018346045,12.221549512497942,18.577491199318345,22.689447370089127,194.4028056599007,94.41636005532501,995.3087349213089,963.510092606533,0
37,0.1618951342888978,-0.46832810096184097,8.809794184263358,11.248359822178589,19.979848419356397,17.140754098184924,205.1815243392117,87.84149986950052,1003.7890306308944,958.8679700496142,0
